id,perturbation,sources,phenotype,expected_exists,predicted_exists,agreement,weight,score,found_phenotypes
1,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'GATA3': 0, 'IFNG': 0, 'IL4': 0, 'TBET': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 1, 'DLL1': 0, 'GATA3': 0, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_e': 0, 'IKB': 1, 'IL10': 1, 'IL10R': 1, 'IL10_e': 0, 'IL12R': 0, 'IL12_e': 0, 'IL15R': 0, 'IL15_e': 0, 'IL18R': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL2': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2R': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4R': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7R': 0, 'IL7_e': 0, 'IRAK': 0, 'JAK1': 0, 'NFAT': 0, 'NFKB': 0, 'STAT1': 0, 'STAT3': 1, 'STAT4': 0, 'STAT5': 0, 'STAT6': 0, 'TBET': 0, 'TCR': 0, 'TGFB': 1, 'TGFB_e': 0}]"
2,{'IFNG': 1},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'GATA3': 0, 'IFNG': 1, 'IL4': 0, 'TBET': 1}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'DLL1': 0, 'GATA3': 0, 'IFNA_e': 0, 'IFNG': 1, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TBET': 1, 'TGFB_e': 0}]"
3,{'IFNG': 1},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 1, 'IL15_e': 0, 'IL18_e': 1, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}",{'IFNG_2': 1},True,True,1.0,1.0,1.0,"[{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 1, 'IFNGR': 1, 'IFNGR_2': 0, 'IFNG_2': 1, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 1, 'IL15_e': 0, 'IL18_e': 1, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'SOCS1': 1, 'STAT1': 1, 'STAT1_2': 0, 'TBET': 1, 'TBET_2': 1, 'TGFB_e': 0}]"
4,{'IL4': 1},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'GATA3': 1, 'IFNG': 0, 'IL4': 1, 'TBET': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'DLL1': 0, 'GATA3': 1, 'IFNA_e': 0, 'IFNG': 0, 'IFNG_e': 0, 'IKB': 1, 'IL10': 1, 'IL10R': 1, 'IL10_e': 0, 'IL15_e': 0, 'IL18R': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 1, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'IRAK': 0, 'NFKB': 0, 'RORGT': 1, 'STAT3': 1, 'STAT4': 0, 'TBET': 0, 'TCR': 0, 'TGFB_e': 0}]"
5,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL15_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}",{'IFNGR_2': 1},False,False,1.0,1.0,1.0,[]
6,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 1, 'IL15_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'GATA3': 0, 'IFNG': 0, 'IL4': 0, 'TBET': 0}",False,False,1.0,1.0,1.0,[]
7,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'GATA3': 0, 'IFNG': 0, 'IL4': 0, 'TBET': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'DLL1': 0, 'EOMES': 0, 'GATA3': 0, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_e': 0, 'IKB': 1, 'IL10': 0, 'IL10_e': 0, 'IL12R': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18R': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL2': 0, 'IL21': 1, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36R': 0, 'IL36_e': 0, 'IL4': 0, 'IL4R': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'IL9': 0, 'IRAK': 0, 'JAK1': 0, 'NFAT': 0, 'NFKB': 0, 'PU1': 1, 'STAT1': 0, 'STAT4': 0, 'STAT6': 0, 'TBET': 0, 'TCR': 0, 'TGFB': 1, 'TGFBR': 1, 'TGFB_e': 0}]"
8,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'GATA3': 0, 'IFNG': 1, 'IL4': 0, 'TBET': 1}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'DLL1': 0, 'GATA3': 0, 'IFNA_e': 0, 'IFNG': 1, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TBET': 1, 'TGFB_e': 0}]"
9,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'GATA3': 1, 'IFNG': 0, 'IL4': 1, 'TBET': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'DLL1': 0, 'GATA3': 1, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_e': 0, 'IKB': 1, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18R': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23R': 1, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36R': 0, 'IL36_e': 0, 'IL4': 1, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'IRAK': 0, 'JAK1': 0, 'NFKB': 0, 'STAT1': 0, 'STAT3': 1, 'STAT4': 0, 'TBET': 0, 'TCR': 0, 'TGFB_e': 0}]"
10,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'TBET': 0, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 1, 'DLL1': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_e': 0, 'IKB': 1, 'IL12R': 0, 'IL12_e': 0, 'IL15R': 0, 'IL15_e': 0, 'IL17': 0, 'IL18R': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL2': 0, 'IL23R': 1, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2R': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4R': 0, 'IL4_e': 0, 'IL7R': 0, 'IL7_e': 0, 'IRAK': 0, 'JAK1': 0, 'NFAT': 0, 'NFKB': 0, 'RORGT': 0, 'SMAD2': 0, 'STAT1': 0, 'STAT3': 1, 'STAT4': 0, 'STAT5': 0, 'STAT6': 0, 'TBET': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]"
11,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'NFAT': 0, 'RORGT': 0, 'TBET': 1, 'TGFB': 0}",True,False,0.0,1.0,0.0,[]
12,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 1, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'TBET': 1, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'DLL1': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNA_e': 0, 'IFNG': 1, 'IFNGR': 1, 'IL17': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21R': 1, 'IL21_e': 1, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL7_e': 0, 'RORGT': 0, 'SMAD2': 0, 'STAT1': 1, 'TBET': 1, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]"
13,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'NFAT': 1, 'RORGT': 0, 'TBET': 1, 'TGFB': 0}",True,False,0.0,1.0,0.0,[]
14,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'NFAT': 0, 'RORGT': 0, 'TBET': 0, 'TGFB': 0}",True,False,0.0,1.0,0.0,[]
15,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL17': 0, 'IL4': 1, 'RORGT': 0, 'TBET': 0, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'DLL1': 0, 'EOMES': 0, 'FOXP3': 0, 'GATA3': 1, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_e': 0, 'IKB': 1, 'IL17': 0, 'IL18R': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36R': 0, 'IL36_e': 0, 'IL4': 1, 'IL7_e': 0, 'IRAK': 0, 'JAK1': 0, 'NFAT': 0, 'NFKB': 0, 'RORGT': 0, 'SMAD2': 0, 'STAT1': 0, 'STAT4': 0, 'TBET': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]"
16,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'NFAT': 1, 'RORGT': 0, 'TBET': 0, 'TGFB': 0}",True,False,0.0,1.0,0.0,[]
17,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 1, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'TBET': 0, 'TGFB': 1}",True,False,0.0,1.0,0.0,[]
18,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 1, 'TBET': 0, 'TGFB': 0}",True,False,0.0,1.0,0.0,[]
19,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL17': 1, 'IL4': 0, 'RORGT': 1, 'TBET': 1, 'TGFB': 0}",True,False,0.0,1.0,0.0,[]
20,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL17': 0, 'RORGT': 1, 'TBET': 0, 'TGFB': 0}",True,False,0.0,1.0,0.0,[]
21,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 1, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'TBET': 1, 'TGFB': 1}",True,False,0.0,1.0,0.0,[]
22,{},"{'DLL1': 0, 'IFNA_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL25_e': 0, 'IL29_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL7_e': 0}","{'FOXP3': 1, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 1, 'TBET': 0, 'TGFB': 1}",True,False,0.0,1.0,0.0,[]
23,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'TBET': 0, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 1, 'DLL1': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_e': 0, 'IKB': 1, 'IL10_e': 0, 'IL12R': 0, 'IL12_e': 0, 'IL15R': 0, 'IL15_e': 0, 'IL17': 0, 'IL18R': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL2': 0, 'IL21_e': 0, 'IL23R': 1, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2R': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4R': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7R': 0, 'IL7_e': 0, 'IRAK': 0, 'JAK1': 0, 'NFAT': 0, 'NFKB': 0, 'RORGT': 0, 'SMAD2': 0, 'STAT1': 0, 'STAT3': 1, 'STAT4': 0, 'STAT5': 0, 'STAT6': 0, 'TBET': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]"
24,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'NFAT': 0, 'RORGT': 0, 'TBET': 1, 'TGFB': 0}",True,False,0.0,1.0,0.0,[]
25,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'NFAT': 0, 'RORGT': 0, 'TBET': 0, 'TGFB': 0}",True,False,0.0,1.0,0.0,[]
26,{},"{'APC': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'TGFB_e': 0}",{'FOXP3': 1},False,True,0.0,1.0,0.0,"[{'APC': 0, 'FOXP3': 1, 'GATA3': 1, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNGR': 0, 'IFNG_e': 0, 'IL10': 1, 'IL10R': 1, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36R': 0, 'IL36_e': 0, 'IL4': 1, 'IL4R': 1, 'IL4_e': 0, 'IL6_e': 0, 'JAK1': 0, 'NFAT': 1, 'NFKB': 0, 'STAT1': 0, 'STAT3': 1, 'STAT4': 0, 'STAT5': 1, 'TBET': 0, 'TCR': 1, 'TGFB_e': 0}]"
27,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}",{'RORGT': 1},False,True,0.0,1.0,0.0,"[{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'RORGT': 1, 'TGFB': 1, 'TGFBR': 1, 'TGFB_e': 0}]"
28,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}",{'NFAT': 1},False,True,0.0,1.0,0.0,"[{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'NFAT': 1, 'TCR': 1, 'TGFB_e': 0}]"
